-59.5	-59.5	-0.0042101	-0.00476208	-nan	-0.0192566	0	0	1e-06
-59.5	-58.5	-0.00487664	-0.00480262	-nan	-0.0192502	0	0	1.00003e-06
-59.5	-57.5	-0.00553529	-0.00484411	-nan	-0.0192438	0	0	1.00013e-06
-59.5	-56.5	-0.00618499	-0.00488641	-nan	-0.0192372	0	0	1.00032e-06
-59.5	-55.5	-0.00682466	-0.00492936	-nan	-0.0192305	0	0	1.00062e-06
-59.5	-54.5	-0.00745322	-0.00497275	-nan	-0.0192238	0	0	1.00104e-06
-59.5	-53.5	-0.00806953	-0.00501639	-nan	-0.0192169	0	0	1.00159e-06
-59.5	-52.5	-0.00867242	-0.00506003	-nan	-0.01921	0	0	1.00227e-06
-59.5	-51.5	-0.00926069	-0.00510342	-nan	-0.019203	0	0	1.00307e-06
-59.5	-50.5	-0.00983312	-0.00514626	-nan	-0.0191959	0	0	1.00394e-06
-59.5	-49.5	-0.0103884	-0.00518826	-nan	-0.0191887	0	0	1.00482e-06
-59.5	-48.5	-0.0109253	-0.0052291	-nan	-0.0191815	0	0	1.00561e-06
-59.5	-47.5	-0.0114424	-0.00526842	-nan	-0.0191742	0	0	1.00622e-06
-59.5	-46.5	-0.0119383	-0.00530588	-nan	-0.0191669	0	0	1.0065e-06
-59.5	-45.5	-0.0124117	-0.00534108	-nan	-0.0191595	0	0	1.00635e-06
-59.5	-44.5	-0.012861	-0.00537365	-nan	-0.0191521	0	0	1.00568e-06
-59.5	-43.5	-0.0132848	-0.00540317	-nan	-0.0191447	0	0	1.00447e-06
-59.5	-42.5	-0.0136816	-0.00542924	-nan	-0.0191373	0	0	1.00286e-06
-59.5	-41.5	-0.0140498	-0.00545144	-nan	-0.0191299	0	0	1.00117e-06
-59.5	-40.5	-0.014388	-0.00546936	-nan	-0.0191226	0	0	1.00007e-06
-59.5	-39.5	-0.0146945	-0.00548256	-nan	-0.0191153	0	0	1.00063e-06
-59.5	-38.5	-0.0149678	-0.00549064	-nan	-0.0191081	0	0	1.00452e-06
-59.5	-37.5	-0.0152063	-0.00549319	-nan	-0.019101	0	0	1.01408e-06
-59.5	-36.5	-0.0154085	-0.00548983	-nan	-0.0190941	0	0	1.03243e-06
-59.5	-35.5	-0.015573	-0.00548017	-nan	-0.0190873	0	0	1.06342e-06
-59.5	-34.5	-0.0156982	-0.00546387	-nan	-0.0190807	0	0	1.11141e-06
-59.5	-33.5	-0.0157826	-0.0054406	-nan	-0.0190744	0	0	1.18087e-06
-59.5	-32.5	-0.015825	-0.0054101	-nan	-0.0190683	0	0	1.27591e-06
-59.5	-31.5	-0.0158241	-0.00537211	-nan	-0.0190625	0	0	1.39989e-06
-59.5	-30.5	-0.0157786	-0.00532644	-nan	-0.0190571	0	0	1.55523e-06
-59.5	-29.5	-0.0156874	-0.00527294	-nan	-0.019052	0	0	1.74351e-06
-59.5	-28.5	-0.0155496	-0.00521154	-nan	-0.0190474	0	0	1.9656e-06
-59.5	-27.5	-0.0153644	-0.00514221	-nan	-0.0190432	0	0	2.22191e-06
-59.5	-26.5	-0.0151309	-0.005065	-nan	-0.0190395	0	0	2.51256e-06
-59.5	-25.5	-0.0148488	-0.00498004	-nan	-0.0190363	0	0	2.83747e-06
