44	106.81	1.42109e-14	-nan	-1.46649	-1.19756	0.359023	1.76135	0.765517	-1.45573	-1.32994	0.563834
45	106.81	0	-nan	-1.44818	-1.30022	0.198092	1.83468	0.984278	-1.36683	-1.43945	0.314328
46	106.81	-2.84217e-14	-nan	-1.4133	-1.35645	0.0761018	1.85464	1.12098	-1.26791	-1.47308	0.120649
47	106.81	1.42109e-14	-nan	-1.34004	-1.41297	-0.0976862	1.84393	1.28259	-1.0938	-1.4668	-0.155276
48	106.81	1.42109e-14	-nan	-1.42309	-1.33262	0.121011	1.84371	1.06917	-1.30243	-1.45974	0.191044
49	106.81	2.84217e-14	-nan	-1.38694	-1.3689	0.0239704	1.84639	1.16747	-1.21314	-1.47004	0.0367092
50	106.81	-1.42109e-14	-nan	-1.35863	-1.34993	0.0111094	1.81641	1.16321	-1.18279	-1.4528	0.013654
51	106.81	-1.42109e-14	-nan	-1.38415	-1.31145	0.0968192	1.80555	1.07112	-1.2563	-1.43751	0.149792
52	106.81	2.84217e-14	-nan	-1.35983	-1.33888	0.0278608	1.81035	1.14314	-1.19629	-1.44992	0.0428138
53	106.81	2.84217e-14	-nan	-1.47899	-1.26386	0.287737	1.82209	0.880494	-1.43532	-1.40115	0.454981
54	106.81	1.27898e-13	-nan	-1.38248	-1.32719	0.0735834	1.816	1.10121	-1.24179	-1.44883	0.113499
55	106.81	2.84217e-14	-nan	-1.41501	-1.28051	0.179854	1.8016	0.983704	-1.3303	-1.42209	0.283871
56	106.81	0	-nan	-1.28867	-1.35653	-0.0912063	1.76961	1.22688	-1.04947	-1.4018	-0.147495
57	106.81	0	-nan	-1.39746	-1.35105	0.0619549	1.84013	1.12528	-1.24432	-1.46069	0.0970013
58	106.81	2.84217e-14	-nan	-1.38083	-1.34099	0.0534249	1.8246	1.12573	-1.2292	-1.45666	0.0853978
59	106.81	7.10543e-14	-nan	-1.48808	-1.27644	0.282842	1.83641	0.894639	-1.43922	-1.41194	0.445561
60	106.81	5.68434e-14	-nan	-1.45183	-1.24691	0.273341	1.79452	0.880432	-1.40503	-1.38829	0.42722
61	106.81	1.42109e-14	-nan	-1.42819	-1.28743	0.188728	1.81417	0.981262	-1.34668	-1.42819	0.301507
62	106.81	1.42109e-14	-nan	-1.4693	-1.24906	0.294344	1.80526	0.863353	-1.43017	-1.38734	0.463934
63	106.81	1.42109e-14	-nan	-1.4732	-1.25416	0.292621	1.81159	0.869679	-1.43276	-1.39366	0.460359
64	106.81	-1.42109e-14	-nan	-1.40449	-1.28432	0.160357	1.79755	1.00101	-1.30887	-1.42066	0.250666
65	106.81	2.84217e-14	-nan	-1.38398	-1.32128	0.0845671	1.81373	1.08799	-1.25345	-1.4489	0.138712
66	106.81	-2.84217e-14	-nan	-1.41922	-1.22394	0.260268	1.75809	0.870856	-1.36969	-1.36283	0.40546
67	106.81	0	-nan	-1.38984	-1.21757	0.230711	1.73726	0.886928	-1.33292	-1.35459	0.367404
68	106.81	4.26326e-14	-nan	-1.3878	-1.33315	0.0728756	1.824	1.10726	-1.24701	-1.45662	0.113524
69	106.81	-1.27898e-13	-nan	-1.39141	-1.26361	0.17095	1.77401	0.973946	-1.3036	-1.39895	0.270381
70	106.81	0	-nan	-1.46101	-1.25321	0.277721	1.80466	0.881356	-1.41618	-1.39418	0.437768
71	106.81	2.84217e-14	-nan	-1.4727	-1.28273	0.253992	1.83325	0.923329	-1.41273	-1.41872	0.400875
72	106.81	-1.42109e-14	-nan	-1.43952	-1.25194	0.250357	1.79227	0.903554	-1.38453	-1.39453	0.392228
73	106.81	0	-nan	-1.42185	-1.27405	0.198537	1.80063	0.962013	-1.34773	-1.41631	0.319983
74	106.81	0	-nan	-1.38429	-1.35506	0.0390161	1.83664	1.14806	-1.22298	-1.46703	0.0609821
75	106.81	-1.42109e-14	-nan	-1.33103	-1.42628	-0.127634	1.84483	1.31	-1.06315	-1.46077	-0.203264
76	106.81	4.26326e-14	-nan	-1.37784	-1.31375	0.0853456	1.80398	1.08235	-1.24559	-1.44025	0.132102
77	106.81	0	-nan	-1.31189	-1.44086	-0.172814	1.83826	1.34559	-1.01133	-1.44374	-0.275303
78	106.81	1.42109e-14	-nan	-1.34862	-1.33747	0.01439	1.80204	1.15161	-1.17754	-1.44415	0.0188747
79	106.81	0	-nan	-1.35418	-1.36755	-0.0183411	1.82575	1.19804	-1.1611	-1.46179	-0.032293
80	106.81	-1.42109e-14	-nan	-1.45183	-1.27864	0.231587	1.81987	0.939965	-1.38628	-1.41949	0.365629
81	106.81	0	-nan	-1.50576	-1.21667	0.385778	1.79475	0.755203	-1.49622	-1.33646	0.604431
82	106.81	7.10543e-14	-nan	-1.51224	-1.1934	0.424387	1.77732	0.702485	-1.51415	-1.30568	0.657989
83	106.81	-1.42109e-14	-nan	-1.43231	-1.268	0.219277	1.80055	0.941286	-1.36237	-1.40818	0.343099
84	106.81	1.42109e-14	-nan	-1.36462	-1.39691	-0.0434233	1.85007	1.23473	-1.15024	-1.47226	-0.0702076
85	106.81	-1.42109e-14	-nan	-1.35096	-1.26545	0.114871	1.75258	1.01823	-1.24141	-1.39665	0.185162
86	106.81	0	-nan	-1.43013	-1.29532	0.180365	1.82098	0.994709	-1.34261	-1.43467	0.285339
87	106.81	0	-nan	-1.53815	-1.21052	0.436038	1.8029	0.704155	-1.53784	-1.31385	0.675356
88	106.81	2.84217e-14	-nan	-1.46857	-1.24096	0.303707	1.79719	0.847766	-1.43097	-1.37479	0.475389
89	106.81	-1.42109e-14	-nan	-1.46157	-1.27344	0.251316	1.8197	0.917761	-1.40127	-1.40882	0.395116
90	106.81	2.84217e-14	-nan	-1.43558	-1.25893	0.235865	1.79482	0.919373	-1.37278	-1.39724	0.370069
91	106.81	7.10543e-14	-nan	-1.44601	-1.29154	0.206717	1.82598	0.968919	-1.36783	-1.42777	0.32741
92	106.81	5.68434e-14	-nan	-1.41007	-1.3006	0.146501	1.81336	1.02478	-1.3075	-1.43557	0.232013
93	106.81	2.84217e-14	-nan	-1.39159	-1.29324	0.131261	1.79585	1.02866	-1.28073	-1.42132	0.205311
94	106.81	-1.42109e-14	-nan	-1.33905	-1.33004	0.011034	1.7878	1.14335	-1.16111	-1.42307	0.0100151
95	106.81	-1.42109e-14	-nan	-1.44461	-1.2282	0.288569	1.7743	0.84982	-1.40336	-1.36282	0.450483
96	106.81	0	-nan	-1.4184	-1.22737	0.255453	1.7614	0.877492	-1.36991	-1.36818	0.403649
97	106.81	-8.52651e-14	-nan	-1.38551	-1.29152	0.12555	1.79152	1.03212	-1.27361	-1.42067	0.197148
98	106.81	-2.84217e-14	-nan	-1.41337	-1.26316	0.200812	1.78484	0.948182	-1.33499	-1.39421	0.316548
99	106.81	0	-nan	-1.41758	-1.24944	0.224675	1.77845	0.921527	-1.35402	-1.39108	0.353753
100	106.81	-3.97904e-13	-nan	-1.40819	-1.22899	0.239537	1.75548	0.888832	-1.35015	-1.36166	0.377503
