0	-nan	0	-nan	1.76942e-16	-2.81459e-16	-7.97973e-17	-1.36284e-16	8.32667e-17	-3.67002e-17	-9.19403e-17	1.61546e-17
1	106.81	0	-nan	-1.19881	0.162653	-0.103192	-0.483911	0.663057	0.526397	-0.15707	0.179634
2	106.81	7.10543e-14	-nan	-1.88013	-0.29179	1.71752	0.546182	-1.47024	-0.731585	1.16981	0.827013
3	106.81	-4.26326e-14	-nan	-1.81313	-0.625978	1.43032	1.12215	-0.897594	-1.39449	0.340144	1.40934
4	106.81	-1.42109e-14	-nan	-1.73672	-0.758799	1.22197	1.31911	-0.541816	-1.55136	-0.106898	1.43655
5	106.81	2.84217e-14	-nan	-1.63	-0.936896	0.897478	1.54177	-0.00741561	-1.63072	-0.709654	1.24173
6	106.81	1.42109e-14	-nan	-1.53451	-1.1305	0.53536	1.72608	0.541879	-1.55815	-1.19133	0.815172
7	106.81	2.84217e-14	-nan	-1.44865	-1.21679	0.310042	1.76833	0.822614	-1.42028	-1.35367	0.490109
8	106.81	7.10543e-14	-nan	-1.31503	-1.36019	-0.0614812	1.79082	1.21398	-1.09168	-1.42102	-0.105095
9	106.81	-2.84217e-14	-nan	-1.33431	-1.30701	0.0360149	1.77123	1.11001	-1.17768	-1.41708	0.0531792
10	106.81	-1.42109e-14	-nan	-1.30792	-1.3927	-0.113843	1.80814	1.27485	-1.05386	-1.43595	-0.183005
11	106.81	-2.41585e-13	-nan	-1.40758	-1.31729	0.120952	1.82321	1.05583	-1.28965	-1.44378	0.192399
12	106.81	9.9476e-14	-nan	-1.35393	-1.3435	0.0144259	1.80992	1.15519	-1.18462	-1.45098	0.0262269
13	106.81	1.42109e-14	-nan	-1.37069	-1.34041	0.0400305	1.81778	1.13577	-1.21133	-1.45296	0.0598206
14	106.81	-4.26326e-14	-nan	-1.32352	-1.35033	-0.0365108	1.79374	1.19539	-1.12273	-1.43685	-0.0625061
15	106.81	-2.84217e-14	-nan	-1.40988	-1.31384	0.128488	1.82236	1.04828	-1.29612	-1.44339	0.203258
16	106.81	4.26326e-14	-nan	-1.41268	-1.26804	0.193081	1.78978	0.961821	-1.3328	-1.40649	0.302411
17	106.81	0	-nan	-1.45716	-1.28021	0.237004	1.82437	0.936781	-1.39486	-1.42221	0.376968
18	106.81	-4.26326e-14	-nan	-1.37494	-1.31775	0.0760379	1.80519	1.09275	-1.2378	-1.44277	0.116863
19	106.81	0	-nan	-1.41553	-1.21255	0.272232	1.74653	0.846856	-1.37443	-1.34536	0.4362
20	106.81	7.10543e-14	-nan	-1.48656	-1.24369	0.324524	1.80868	0.831579	-1.45628	-1.37468	0.51104
21	106.81	1.42109e-14	-nan	-1.46152	-1.20211	0.346949	1.76244	0.777961	-1.44708	-1.3335	0.549188
22	106.81	-9.9476e-14	-nan	-1.54649	-1.18495	0.480389	1.78344	0.642239	-1.55829	-1.27496	0.739374
23	106.81	-1.42109e-14	-nan	-1.48009	-1.26944	0.281578	1.8272	0.890787	-1.43316	-1.40776	0.444072
24	106.81	4.26326e-14	-nan	-1.50234	-1.2067	0.394019	1.78495	0.741184	-1.49639	-1.32772	0.614061
25	106.81	-1.27898e-13	-nan	-1.37169	-1.2543	0.15784	1.75657	0.975997	-1.28322	-1.39102	0.255635
26	106.81	-2.84217e-14	-nan	-1.41358	-1.26706	0.195401	1.78976	0.960133	-1.33496	-1.40782	0.304885
27	106.81	0	-nan	-1.40204	-1.31566	0.115625	1.82008	1.06106	-1.2843	-1.44762	0.183334
28	106.81	2.84217e-14	-nan	-1.50179	-1.26363	0.317963	1.83212	0.853316	-1.46452	-1.39302	0.498902
29	106.81	-1.13687e-13	-nan	-1.50275	-1.23564	0.356384	1.80989	0.798202	-1.48253	-1.36333	0.557839
30	106.81	2.84217e-14	-nan	-1.51349	-1.16654	0.460887	1.7524	0.644947	-1.52351	-1.26292	0.708962
31	106.81	4.26326e-14	-nan	-1.45661	-1.21267	0.325049	1.76795	0.807024	-1.42981	-1.34627	0.506069
32	106.81	-1.42109e-14	-nan	-1.4734	-1.28207	0.255754	1.83326	0.921728	-1.41431	-1.41872	0.403166
33	106.81	9.9476e-14	-nan	-1.47065	-1.26399	0.276097	1.81775	0.890868	-1.42217	-1.40234	0.434349
34	106.81	-2.84217e-14	-nan	-1.45912	-1.29306	0.222104	1.83454	0.958508	-1.38669	-1.4309	0.350915
35	106.81	-1.42109e-14	-nan	-1.41948	-1.24215	0.237984	1.7734	0.901919	-1.36357	-1.38105	0.382151
36	106.81	-4.26326e-14	-nan	-1.50985	-1.22259	0.382667	1.80038	0.761903	-1.49465	-1.33806	0.594771
37	106.81	-4.26326e-14	-nan	-1.42021	-1.23245	0.250908	1.76748	0.887865	-1.37098	-1.37902	0.395391
38	106.81	1.42109e-14	-nan	-1.52253	-1.17483	0.461806	1.76365	0.651043	-1.53109	-1.27056	0.709775
39	106.81	-1.42109e-14	-nan	-1.53812	-1.16443	0.496419	1.76156	0.610474	-1.5568	-1.25057	0.763688
40	106.81	-2.84217e-14	-nan	-1.53847	-1.14564	0.521038	1.74357	0.570978	-1.56166	-1.22018	0.796553
41	106.81	4.26326e-14	-nan	-1.4149	-1.24507	0.226163	1.77262	0.916699	-1.34946	-1.38437	0.350711
42	106.81	9.9476e-14	-nan	-1.48099	-1.24806	0.311029	1.80991	0.8481	-1.44611	-1.38328	0.488339
43	106.81	-2.84217e-14	-nan	-1.49741	-1.2544	0.324336	1.82267	0.841031	-1.46412	-1.38506	0.508199
