-9.71368	-2.3653e-09	-0.00361159	-2.10113e-13	0.04	-2.62232e-08	60.0014
-9.71348	-2.63333e-09	-0.00361159	-2.14532e-13	1.07462e-10	2.81897e-07	0.000218305
-9.71347	-2.45569e-09	-0.00361159	-2.11598e-13	5.25243e-11	3.07153e-07	2.13876e-05
-9.71346	-2.24486e-09	-0.00361159	-2.08117e-13	4.65195e-11	-7.02631e-08	1.31817e-05
-9.71345	-2.10473e-09	-0.00361159	-2.05803e-13	4.44359e-11	-2.42115e-07	1.07777e-05
-9.71345	-2.04102e-09	-0.00361159	-2.04751e-13	3.97006e-11	-1.74539e-07	9.96381e-06
-9.71344	-2.02251e-09	-0.00361159	-2.04446e-13	3.80175e-11	-3.73348e-08	9.70546e-06
-9.71344	-2.01319e-09	-0.00361159	-2.04292e-13	3.81054e-11	2.95076e-08	9.69368e-06
-9.71343	-1.99664e-09	-0.00361159	-2.04019e-13	3.86814e-11	2.58944e-08	9.80524e-06
-9.71343	-1.97342e-09	-0.00361159	-2.03636e-13	3.96035e-11	-3.35575e-09	9.98409e-06
-9.71342	-1.95057e-09	-0.00361159	-2.03259e-13	4.05964e-11	-2.51334e-08	1.02022e-05
-9.71342	-1.93368e-09	-0.00361159	-2.0298e-13	4.15826e-11	-3.62075e-08	1.04453e-05
-9.71341	-1.92594e-09	-0.00361159	-2.02853e-13	4.25687e-11	-2.00601e-08	1.07066e-05
-9.71341	-1.92344e-09	-0.00361159	-2.02812e-13	4.3653e-11	-2.86805e-08	1.09822e-05
-9.7134	-1.92885e-09	-0.00361159	-2.02901e-13	4.47866e-11	-1.8224e-08	1.12706e-05
-9.7134	-1.93961e-09	-0.00361159	-2.03079e-13	4.59723e-11	-1.88787e-08	1.15708e-05
-9.71339	-1.95619e-09	-0.00361159	-2.03353e-13	4.71968e-11	-1.97906e-08	1.18829e-05
-9.71338	-1.97917e-09	-0.00361159	-2.03732e-13	4.84446e-11	-2.60257e-08	1.2207e-05
-9.71338	-2.01084e-09	-0.00361159	-2.04255e-13	4.98597e-11	-8.3986e-09	1.25435e-05
-9.71337	-2.04605e-09	-0.00361159	-2.04836e-13	5.11992e-11	-1.72909e-08	1.28928e-05
-9.71336	-2.0879e-09	-0.0036116	-2.05526e-13	5.26558e-11	-1.38834e-08	1.32552e-05
-9.71336	-2.1356e-09	-0.0036116	-2.06313e-13	5.4233e-11	-2.75777e-09	1.3631e-05
-9.71335	-2.18561e-09	-0.0036116	-2.07138e-13	5.58852e-11	1.12304e-08	1.40206e-05
-9.71334	-2.23305e-09	-0.0036116	-2.0792e-13	5.74081e-11	-2.19308e-09	1.44244e-05
-9.71334	-2.28268e-09	-0.0036116	-2.08738e-13	5.92728e-11	2.72891e-08	1.48447e-05
-9.71333	-2.32348e-09	-0.0036116	-2.09411e-13	6.09029e-11	7.64571e-09	1.52829e-05
-9.71332	-2.36254e-09	-0.0036116	-2.10055e-13	6.28307e-11	3.36065e-08	1.57394e-05
-9.71331	-2.38934e-09	-0.0036116	-2.10496e-13	6.46689e-11	2.98727e-08	1.62144e-05
-9.71331	-2.40467e-09	-0.0036116	-2.10749e-13	6.66003e-11	3.40662e-08	1.67081e-05
-9.7133	-2.40603e-09	-0.0036116	-2.10771e-13	6.86127e-11	2.38089e-08	1.72218e-05
-9.71329	-2.39702e-09	-0.0036116	-2.10622e-13	7.07237e-11	2.79578e-08	1.77577e-05
-9.71328	-2.37512e-09	-0.0036116	-2.10261e-13	7.29752e-11	1.5112e-08	1.83175e-05
-9.71327	-2.3455e-09	-0.0036116	-2.09772e-13	7.53239e-11	8.39934e-09	1.8901e-05
-9.71326	-2.3109e-09	-0.0036116	-2.09202e-13	7.78072e-11	-8.42018e-09	1.95075e-05
-9.71325	-2.27936e-09	-0.0036116	-2.08682e-13	8.03303e-11	-1.00611e-08	2.01379e-05
-9.71324	-2.25195e-09	-0.0036116	-2.0823e-13	8.29848e-11	-2.04998e-08	2.07955e-05
-9.71323	-2.23446e-09	-0.0036116	-2.07942e-13	8.5713e-11	-1.68115e-08	2.14823e-05
-9.71322	-2.22557e-09	-0.0036116	-2.07795e-13	8.85514e-11	-1.53074e-08	2.21963e-05
-9.71321	-2.22501e-09	-0.0036116	-2.07786e-13	9.14929e-11	-1.18793e-08	2.29356e-05
-9.7132	-2.23136e-09	-0.0036116	-2.07891e-13	9.45626e-11	-4.16946e-09	2.37026e-05
-9.71318	-2.24043e-09	-0.0036116	-2.0804e-13	9.77555e-11	-1.3852e-10	2.45001e-05
-9.71317	-2.2499e-09	-0.0036116	-2.08195e-13	1.01041e-10	3.86388e-09	2.53248e-05
-9.71316	-2.2572e-09	-0.0036116	-2.08315e-13	1.04406e-10	6.37705e-09	2.61717e-05
-9.71315	-2.2605e-09	-0.0036116	-2.08369e-13	1.07864e-10	5.29192e-09	2.70411e-05
-9.71313	-2.26027e-09	-0.0036116	-2.08365e-13	1.11394e-10	2.85954e-09	2.79317e-05
-9.71312	-2.25801e-09	-0.0036116	-2.08328e-13	1.14939e-10	9.09921e-10	2.88331e-05
-9.7131	-2.25501e-09	-0.0036116	-2.08278e-13	1.1846e-10	-4.6392e-10	2.97333e-05
-9.71309	-2.25226e-09	-0.0036116	-2.08233e-13	1.21945e-10	-9.40022e-10	3.06258e-05
-9.71307	-2.25017e-09	-0.0036116	-2.08198e-13	1.25692e-10	-5.72298e-10	3.15471e-05
-9.71306	-2.24847e-09	-0.0036116	-2.0817e-13	1.29763e-10	-7.54603e-10	3.25431e-05
-9.71304	-2.24734e-09	-0.0036116	-2.08151e-13	1.34122e-10	-3.91349e-10	3.3617e-05
-9.71302	-2.24651e-09	-0.0036116	-2.08137e-13	1.38735e-10	-3.47972e-10	3.476e-05
-9.713	-2.24595e-09	-0.0036116	-2.08128e-13	1.43575e-10	-8.52471e-11	3.59643e-05
