-59.5	-59.5	0.035328	-0.0353281	0	0	-0.0978458	0	0	1e-06
-59.5	-58.5	0.0352857	-0.105942	0	0	-0.097677	5.40765e-15	5.40773e-15	1e-06
-59.5	-57.5	0.035201	-0.176429	0	0	-0.0973394	1.62229e-14	1.35192e-13	1e-06
-59.5	-56.5	0.0350731	-0.246703	0	0	-0.096833	-1.29786e-13	1.2113e-12	1e-06
-59.5	-55.5	0.0349012	-0.316678	0	0	-0.0961578	-1.08146e-12	6.48869e-12	1e-06
-59.5	-54.5	0.0346841	-0.386263	0	0	-0.0953138	-4.46019e-12	2.52755e-11	1.00001e-06
-59.5	-53.5	0.0344203	-0.455368	0	0	-0.0943011	-1.35053e-11	7.91917e-11	1.00002e-06
-59.5	-52.5	0.0341081	-0.523897	0	0	-0.0931198	-3.3874e-11	2.11794e-10	1.00007e-06
-59.5	-51.5	0.0337453	-0.59175	0	0	-0.0917701	-7.45837e-11	5.02251e-10	1.00019e-06
-59.5	-50.5	0.0333299	-0.658826	0	0	-0.0902521	-1.49073e-10	1.08361e-09	1.00047e-06
-59.5	-49.5	0.0328594	-0.725015	0	0	-0.0885662	-2.7633e-10	2.16595e-09	1.00106e-06
-59.5	-48.5	0.0323309	-0.790206	0	0	-0.0867129	-4.81989e-10	4.06403e-09	1.0022e-06
-59.5	-47.5	0.0317418	-0.854279	0	0	-0.0846928	-7.99212e-10	7.22787e-09	1.00431e-06
-59.5	-46.5	0.031089	-0.91711	0	0	-0.0825066	-1.26901e-09	1.22723e-08	1.00799e-06
-59.5	-45.5	0.0303694	-0.978568	0	0	-0.0801554	-1.93947e-09	1.99978e-08	1.01413e-06
-59.5	-44.5	0.0295797	-1.03852	0	0	-0.0776404	-2.86312e-09	3.13899e-08	1.02398e-06
-59.5	-43.5	0.0287168	-1.09681	0	0	-0.0749631	-4.09154e-09	4.75794e-08	1.03924e-06
-59.5	-42.5	0.0277774	-1.15331	0	0	-0.0721254	-5.6666e-09	6.97452e-08	1.06205e-06
-59.5	-41.5	0.0267583	-1.20784	0	0	-0.0691295	-7.60902e-09	9.89553e-08	1.09503e-06
-59.5	-40.5	0.0256564	-1.26026	0	0	-0.065978	-9.9068e-09	1.35966e-07	1.14121e-06
-59.5	-39.5	0.0244688	-1.31038	0	0	-0.0626741	-1.25083e-08	1.81039e-07	1.20381e-06
-59.5	-38.5	0.0231926	-1.35805	0	0	-0.0592212	-1.53251e-08	2.33863e-07	1.28604e-06
-59.5	-37.5	0.0218255	-1.40306	0	0	-0.0556234	-1.82447e-08	2.93613e-07	1.3909e-06
-59.5	-36.5	0.0203652	-1.44526	0	0	-0.0518855	-2.11499e-08	3.59146e-07	1.52093e-06
-59.5	-35.5	0.0188101	-1.48443	0	0	-0.0480128	-2.3936e-08	4.29236e-07	1.67821e-06
-59.5	-34.5	0.0171589	-1.5204	0	0	-0.0440113	-2.65192e-08	5.02761e-07	1.86432e-06
-59.5	-33.5	0.0154108	-1.55297	0	0	-0.0398876	-2.88384e-08	5.78795e-07	2.08042e-06
-59.5	-32.5	0.0135658	-1.58195	0	0	-0.0356492	-3.08493e-08	6.56601e-07	2.32736e-06
-59.5	-31.5	0.0116244	-1.60714	0	0	-0.0313043	-3.25193e-08	7.35584e-07	2.6057e-06
-59.5	-30.5	0.00958798	-1.62835	0	0	-0.026862	-3.38208e-08	8.15222e-07	2.91582e-06
-59.5	-29.5	0.00745865	-1.6454	0	0	-0.0223321	-3.47286e-08	8.95005e-07	3.25788e-06
-59.5	-28.5	0.00523946	-1.65809	0	0	-0.0177253	-3.52175e-08	9.74392e-07	3.63183e-06
-59.5	-27.5	0.0029344	-1.66627	0	0	-0.0130533	-3.52617e-08	1.05278e-06	4.0374e-06
-59.5	-26.5	0.000548437	-1.66975	0	0	-0.00832848	-3.48355e-08	1.12949e-06	4.47405e-06
-59.5	-25.5	-0.00191241	-1.66839	0	0	-0.00356418	-3.39141e-08	1.20376e-06	4.94099e-06
-59.5	-24.5	-0.00444106	-1.66203	0	0	0.00122543	-3.24747e-08	1.27477e-06	5.43706e-06
-59.5	-23.5	-0.00702935	-1.65056	0	0	0.00602538	-3.04984e-08	1.3416e-06	5.9608e-06
-59.5	-22.5	-0.00966803	-1.63386	0	0	0.0108199	-2.79709e-08	1.40329e-06	6.51034e-06
-59.5	-21.5	-0.0123468	-1.61185	0	0	0.0155925	-2.48845e-08	1.45884e-06	7.08343e-06
-59.5	-20.5	-0.0150542	-1.58445	0	0	0.020326	-2.12396e-08	1.50721e-06	7.67741e-06
-59.5	-19.5	-0.0177778	-1.55162	0	0	0.0250027	-1.70454e-08	1.54738e-06	8.2892e-06
-59.5	-18.5	-0.0205044	-1.51333	0	0	0.0296043	-1.23214e-08	1.57831e-06	8.91531e-06
-59.5	-17.5	-0.0232197	-1.46961	0	0	0.0341121	-7.09801e-09	1.59904e-06	9.55185e-06
-59.5	-16.5	-0.0259088	-1.42048	0	0	0.0385073	-1.41753e-09	1.60865e-06	1.01945e-05
-59.5	-15.5	-0.0285559	-1.36602	0	0	0.0427706	4.66597e-09	1.60631e-06	1.08388e-05
-59.5	-14.5	-0.0311451	-1.30632	0	0	0.046883	1.10865e-08	1.5913e-06	1.14796e-05
-59.5	-13.5	-0.0336598	-1.24151	0	0	0.0508254	1.77667e-08	1.56307e-06	1.21118e-05
-59.5	-12.5	-0.0360835	-1.17177	0	0	0.0545791	2.46187e-08	1.52119e-06	1.273e-05
-59.5	-11.5	-0.0383995	-1.09728	0	0	0.0581257	3.15453e-08	1.46543e-06	1.33288e-05
