0	59.75	0	0.05975	0	0	0	-59.5	7.28665e-15	-1.093e-14	-59.5	59.5	-1.45733e-14	1.82166e-14	59.5
1	-15.0448	15.4263	0.0452052	0.0154263	0	7.3885	57.3865	51.3505	10.887	162.356	48.694	-2.37549	-98.2569	15.32
2	-45.2005	-4.50928	-0.0301557	-0.0199356	0	22.7322	-177.316	179.777	-224.228	-25.6596	-156.033	471.761	-469.648	191.436
3	14.434	37.3121	0.0596345	0.0418214	0	14.3735	-12.7456	409.12	103.126	271.514	26.1595	239.538	201.109	-340.728
4	14.629	45.6511	0.000195006	0.00833902	0	25.7433	-110.567	-278.084	87.9623	168.675	-21.2092	-357.508	-346.325	37.4617
5	-35.3236	-22.9536	-0.0499526	0.0513953	0	20.9428	-143.236	-38.8043	332.309	-165.851	-7.10714	149.048	-190.484	657.998
6	1.70948	37.5051	0.0370331	-0.0595413	0	32.9222	-61.9012	-77.3298	-103.694	465.494	-145.641	-9.04009	169.88	17.6408
7	-37.8854	36.3248	-0.0395949	-0.00118033	0	17.9423	-162.088	410.113	40.7433	-237.502	-14.146	441.114	-58.4662	141.629
8	-16.3542	-13.0085	0.0215312	-0.0493333	0	12.184	118.26	-74.5571	-332.944	-551.382	70.4868	-5.29863	127.557	-180.991
9	-42.2134	7.20452	-0.0258592	0.020213	0	17.9692	91.3894	111.411	18.6312	-609.116	123.668	-33.5824	167.892	-64.8409
10	45.3587	-8.76916	-0.0324279	-0.0159737	0	20.9219	141.661	-23.4107	-205.445	219.627	-29.496	-92.7722	365.678	-160.336
11	41.496	53.8933	-0.00386264	-0.0573375	0	10.4219	-10.5724	-186.055	-428.984	-246.773	68.1382	-273.823	-348.305	190.776
12	-53.8138	3.95446	0.0246902	-0.0499389	0	20.1061	-164.977	-13.4433	339.688	69.5061	349.773	40.2805	252.474	-270.099
13	17.6696	-21.3248	-0.0485166	-0.0252792	0	26.9838	-27.0132	-47.6449	207.091	-465.067	-151.2	140.201	-162.659	27.3356
14	-25.3767	49.1354	-0.0430463	-0.0495399	0	18.5606	-234.816	-94.255	682.02	-52.3904	472.543	-77.9119	-169.426	-638.32
15	17.3779	10.9579	0.0427546	-0.0381774	0	12.1022	-83.5817	395.967	-47.7741	-70.9869	-212.287	-333.971	-37.3651	-209.985
16	-27.9144	7.44071	-0.0452923	-0.00351721	0	22.003	236.976	-73.6611	147.619	260.622	363.165	-281.808	-48.3819	325.585
17	16.4386	62.3685	0.044353	0.0549278	0	27.9548	-148.462	-195.439	212.932	-51.0635	137.3	-36.2928	-192.134	-307.828
18	8.04622	-3.16126	-0.00839238	0.0544703	0	8.17646	248.418	-239.352	86.6954	314.619	-154.984	-75.1422	367.121	197.28
19	-5.47652	-22.1851	-0.0135227	-0.0190238	0	25.664	176.271	-177.475	224.759	-399.589	88.3084	-222.518	-201.299	4.12533
20	-45.0452	-57.0724	-0.0395687	-0.0348873	0	18.8503	-34.0435	-136.53	-76.4145	-30.6005	117.091	-314.201	-117.936	-80.3253
21	-17.543	-50.744	0.0275022	0.00632837	0	20.2831	66.3385	246.806	171.84	554.661	238.463	650.167	84.0142	-432.949
22	-45.1881	-9.41221	-0.027645	0.0413318	0	14.8349	133.198	-59.874	99.2862	674.849	-625.786	180.585	-276.824	-25.9988
23	-4.07353	-22.1226	0.0411146	-0.0127104	0	16.014	102.567	15.5356	-242.721	-27.1494	-99.5824	373.708	-168.5	268.42
24	67.9514	-49.1922	-0.0479751	-0.0270696	0	18.3199	30.1453	-130.137	-588.232	445.284	-45.0159	-90.7263	-251.231	113.449
25	-31.484	24.7918	0.0205646	-0.046016	0	33.2534	-11.4115	-152.76	224.436	-140.645	167.9	-127.633	-275.382	-549.992
26	20.4351	42.32	0.0519192	0.0175282	0	30.8436	-190.732	-136.114	-124.889	-263.994	-218.808	40.6666	-184.98	-146.819
27	-38.7537	-4.17285	-0.0591888	-0.0464929	0	22.6617	121.323	116.267	460.912	243.021	-46.8847	-150.237	-90.7598	491.688
28	15.7664	39.2824	0.0545201	0.0434552	0	11.8099	122.743	180.256	-392.664	268.557	-559.018	561.095	-330.456	-180.897
29	-21.0725	-54.9182	-0.0368389	0.0257995	0	23.2108	135.85	6.83333	-567.182	33.9143	-208.472	20.6261	350.301	17.2936
30	40.1968	28.754	-0.0587307	-0.0363278	0	17.2257	-226.826	-195.947	-27.3929	490.781	210.815	-49.5762	-353.22	-55.5311
31	-5.76024	29.7018	-0.045957	0.000947795	0	16.0473	-98.0375	-330.445	9.42583	-146.103	99.0087	33.4337	-44.0127	-218.3
32	50.7911	-52.1188	0.0565513	0.0381794	0	34.7525	277.607	-70.7476	-239.43	475.365	271.46	178.897	-137.794	-78.0424
33	-13.785	20.1184	0.0554239	-0.0477628	0	17.2659	-190.096	-133.257	23.1581	21.4992	82.4171	-3.38777	-79.6463	216.431
34	5.47472	43.6847	0.0192597	0.0235663	0	16.1455	5.4863	-301.216	-238.733	90.0814	-75.8909	275.312	144.301	-356.196
35	22.7725	21.3694	0.0172978	-0.0223153	0	14.6533	61.0987	95.3785	83.5456	-289.214	283.371	115.872	278.087	-121.592
36	-63.2126	-28.7984	0.0340149	-0.0501678	0	12.4164	45.8261	-4.97773	-4.9905	267.067	-84.0905	-101.026	-336.017	299.917
37	35.1867	-48.8884	-0.0216008	-0.02009	0	24.967	406.671	-191.368	224.77	211.166	57.1262	-55.0443	-153.485	-61.0737
38	-11.6661	-34.8187	-0.0468527	0.0140697	0	12.4588	17.8536	310.95	169.876	-176.492	-410.923	298.083	207.965	-319.701
39	-40.7603	-0.907933	-0.0290942	0.0339108	0	18.1192	-4.40538	44.1416	-230.323	200.149	-19.8593	-79.5501	-100.555	119.962
40	-13.9237	-13.8792	0.0268366	-0.0129713	0	16.7219	0.327066	91.886	326.526	121.244	-33.8656	-115.4	57.0164	-48.99
41	-13.568	-34.3126	0.000355677	-0.0204334	0	17.0948	-54.0169	-4.92266	-188.264	-466.863	-213.938	-43.1163	2.90224	51.3105
42	-26.4081	-18.2152	-0.0128401	0.0160974	0	23.7043	158.624	-165.176	120.368	-327.045	234.104	-45.9097	-290.66	-336.055
43	34.6775	64.8916	-0.0589144	-0.0368932	0	23.9945	144.684	-113.343	-466.334	0.948919	239.69	-169.551	-5.2364	-182.86
